Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating
CALL0041627,Martha,2022-08-24,12:54:45,Payment related,Y,Y,93,0:03:25,3
CALL0041628,Jim,2022-08-24,08:38:08,Payment related,N,N,157,0:00:08,1
CALL0041629,Becky,2022-08-24,08:26:37,Streaming,Y,N,69,0:06:55,4
CALL0041630,Becky,2022-08-24,12:58:20,Admin Support,Y,Y,24,0:07:57,5
CALL0041631,Diane,2022-08-24,19:43:03,Contract related,Y,N,44,0:08:06,3
CALL0041632,Jim,2022-08-24,11:50:20,Admin Support,Y,Y,73,0:01:45,5
CALL0041633,Martha,2022-08-24,18:24:11,Contract related,Y,Y,55,0:04:14,2
CALL0041634,Joe,2022-08-24,19:51:41,Technical Support,Y,N,46,0:04:59,5
CALL0041635,Becky,2022-08-24,15:40:44,Streaming,Y,Y,49,0:02:11,5
CALL0041636,Dan,2022-08-24,11:49:07,Technical Support,Y,Y,18,0:08:04,3
CALL0041637,Jim,2022-08-24,16:48:04,Payment related,Y,Y,50,0:09:23,5
CALL0041638,Stewart,2022-08-24,16:39:03,Streaming,Y,Y,32,0:01:02,1
CALL0041639,Jim,2022-08-24,11:57:09,Contract related,N,N,157,0:00:15,1
CALL0041640,Jim,2022-08-24,16:23:34,Admin Support,Y,Y,54,0:07:40,3
CALL0041641,Dan,2022-08-24,15:51:43,Streaming,Y,Y,73,0:03:36,5
CALL0041642,Martha,2022-08-24,09:12:41,Technical Support,Y,Y,15,0:04:20,4
CALL0041643,Jim,2022-08-24,19:45:11,Contract related,Y,Y,57,0:02:46,3
CALL0041644,Diane,2022-08-24,16:39:42,Admin Support,Y,Y,30,0:05:41,3
CALL0041645,Joe,2022-08-24,17:38:20,Streaming,Y,Y,83,0:02:57,3
CALL0041646,Stewart,2022-08-24,19:04:24,Payment related,Y,Y,81,0:07:16,5
CALL0041647,Stewart,2022-08-24,10:39:00,Admin Support,Y,Y,50,0:01:06,4
CALL0041648,Stewart,2022-08-24,08:40:00,Contract related,Y,Y,75,0:03:40,1
CALL0041649,Jim,2022-08-24,15:12:35,Admin Support,Y,Y,107,0:04:21,4
CALL0041650,Diane,2022-08-24,10:48:13,Payment related,N,N,154,0:00:40,1
CALL0041651,Joe,2022-08-24,15:24:50,Streaming,Y,Y,115,0:06:15,3
CALL0041652,Martha,2022-08-24,15:33:20,Streaming,Y,Y,80,0:02:53,5
CALL0041653,Joe,2022-08-24,11:13:39,Admin Support,Y,Y,39,0:09:34,4
CALL0041654,Becky,2022-08-24,13:13:46,Technical Support,Y,Y,75,0:06:28,3
CALL0041655,Dan,2022-08-24,19:56:40,Streaming,N,N,129,0:00:23,1
CALL0041656,Joe,2022-08-24,13:27:28,Payment related,Y,Y,44,0:03:32,4
CALL0041657,Dan,2022-08-24,14:46:42,Technical Support,Y,Y,62,0:03:43,5
CALL0041658,Jim,2022-08-24,18:30:23,Streaming,Y,Y,78,0:08:48,4
CALL0041659,Jim,2022-08-24,11:06:45,Payment related,Y,Y,45,0:05:16,3
CALL0041660,Stewart,2022-08-24,13:15:07,Admin Support,Y,Y,63,0:01:25,5
CALL0041661,Dan,2022-08-24,19:11:54,Payment related,Y,N,45,0:01:12,2
CALL0041662,Jim,2022-08-24,15:04:11,Technical Support,Y,Y,75,0:03:36,5
CALL0041663,Dan,2022-08-24,15:34:30,Contract related,Y,Y,53,0:03:48,4
CALL0041664,Jim,2022-08-24,18:16:57,Admin Support,Y,Y,83,0:08:09,3
CALL0041665,Dan,2022-08-24,20:58:12,Contract related,Y,Y,71,0:06:41,3
CALL0041666,Martha,2022-08-24,18:00:46,Streaming,Y,Y,16,0:03:28,5
CALL0041667,Jim,2022-08-24,18:17:54,Admin Support,Y,Y,95,0:09:51,3
CALL0041668,Joe,2022-08-24,11:26:54,Streaming,Y,Y,91,0:08:02,4
CALL0041669,Joe,2022-08-24,08:49:58,Admin Support,Y,Y,66,0:09:19,3
CALL0041670,Jim,2022-08-24,08:09:25,Payment related,Y,Y,92,0:02:09,4
CALL0041671,Stewart,2022-08-24,09:00:27,Streaming,N,N,171,0:00:37,1
CALL0041672,Martha,2022-08-24,09:35:58,Admin Support,Y,Y,68,0:04:45,3
CALL0041673,Martha,2022-08-24,16:05:58,Technical Support,Y,N,41,0:08:35,4
CALL0041674,Diane,2022-08-24,14:01:44,Streaming,Y,Y,65,0:08:01,5
CALL0041675,Becky,2022-08-24,15:51:59,Technical Support,Y,Y,52,0:03:47,4
CALL0041676,Greg,2022-08-24,19:06:31,Payment related,Y,Y,75,0:03:43,4
CALL0041677,Greg,2022-08-24,20:13:49,Contract related,Y,Y,46,0:05:26,4
CALL0041678,Martha,2022-08-24,09:31:01,Contract related,Y,N,97,0:09:39,5
CALL0041679,Martha,2022-08-24,08:33:21,Technical Support,Y,Y,71,0:09:32,3
CALL0041680,Becky,2022-08-24,18:25:15,Payment related,Y,N,68,0:06:29,3
CALL0041681,Jim,2022-08-24,18:54:23,Contract related,Y,Y,91,0:02:22,2
CALL0041682,Jim,2022-08-24,18:39:55,Technical Support,Y,N,86,0:02:01,3
CALL0041683,Diane,2022-08-24,11:23:22,Payment related,Y,Y,78,0:05:16,5
CALL0041684,Jim,2022-08-24,18:30:20,Admin Support,N,N,141,0:00:22,2
CALL0041685,Dan,2022-08-24,15:42:17,Streaming,Y,N,52,0:04:11,4
CALL0041686,Stewart,2022-08-24,08:08:15,Streaming,Y,N,64,0:06:52,5
CALL0041687,Martha,2022-08-24,12:22:49,Streaming,Y,Y,58,0:06:30,5
CALL0041688,Joe,2022-08-24,12:18:16,Payment related,Y,Y,20,0:09:19,4
CALL0041689,Dan,2022-08-24,17:20:21,Admin Support,Y,Y,79,0:08:12,3
CALL0041690,Becky,2022-08-24,09:29:43,Streaming,Y,Y,93,0:08:48,4
CALL0041691,Greg,2022-08-24,11:36:32,Technical Support,Y,N,28,0:01:59,4
CALL0041692,Diane,2022-08-24,09:10:46,Payment related,Y,Y,97,0:05:20,4
CALL0041693,Joe,2022-08-24,15:37:26,Admin Support,Y,Y,64,0:01:53,2
CALL0041694,Dan,2022-08-24,19:55:10,Payment related,N,N,149,0:00:32,2
CALL0041695,Becky,2022-08-24,14:29:15,Admin Support,Y,Y,49,0:01:54,5
CALL0041696,Martha,2022-08-24,14:46:47,Contract related,N,N,135,0:00:12,2
CALL0041697,Stewart,2022-08-24,13:40:54,Admin Support,Y,N,63,0:08:29,2
CALL0041698,Jim,2022-08-24,15:46:05,Technical Support,Y,Y,72,0:09:19,5
CALL0041699,Joe,2022-08-24,17:42:27,Payment related,N,N,115,0:00:28,2
CALL0041700,Diane,2022-08-24,15:19:45,Streaming,Y,Y,86,0:03:19,4
CALL0041701,Jim,2022-08-24,12:18:13,Contract related,Y,Y,79,0:02:13,3
CALL0041702,Dan,2022-08-24,16:02:39,Payment related,Y,Y,5,0:03:06,4
CALL0041703,Stewart,2022-08-24,16:31:49,Contract related,Y,Y,44,0:01:26,4
CALL0041704,Jim,2022-08-24,08:30:29,Admin Support,Y,Y,65,0:03:41,2
CALL0041705,Jim,2022-08-24,08:02:25,Contract related,Y,Y,48,0:01:48,3
CALL0041706,Stewart,2022-08-24,10:43:30,Technical Support,Y,Y,60,0:03:35,4
CALL0041707,Diane,2022-08-24,15:00:01,Admin Support,Y,Y,56,0:05:14,5
CALL0041708,Stewart,2022-08-24,17:14:02,Payment related,Y,Y,87,0:03:26,5
CALL0041709,Stewart,2022-08-24,09:22:31,Technical Support,Y,Y,86,0:01:43,3
CALL0041710,Becky,2022-08-24,15:09:48,Contract related,Y,N,88,0:08:12,4
CALL0041711,Greg,2022-08-24,08:07:47,Contract related,Y,Y,68,0:01:09,4
CALL0041712,Greg,2022-08-24,09:57:56,Admin Support,Y,Y,118,0:09:35,4
CALL0041713,Greg,2022-08-24,09:13:33,Payment related,N,N,178,0:00:40,1
CALL0041714,Joe,2022-08-24,18:28:04,Admin Support,Y,Y,8,0:08:48,3
CALL0041715,Greg,2022-08-24,16:05:36,Streaming,N,N,136,0:00:12,1
CALL0041716,Martha,2022-08-24,08:49:50,Technical Support,Y,Y,51,0:05:32,3
CALL0041717,Jim,2022-08-24,09:36:34,Technical Support,N,N,183,0:00:32,1
CALL0041718,Joe,2022-08-24,18:17:50,Contract related,Y,Y,61,0:03:47,4
CALL0041719,Diane,2022-08-24,18:21:07,Streaming,N,N,145,0:00:37,1
CALL0041720,Dan,2022-08-24,08:30:51,Admin Support,N,N,108,0:00:13,1
CALL0041721,Joe,2022-08-24,18:52:01,Contract related,Y,Y,60,0:05:46,4
CALL0041722,Stewart,2022-08-24,11:07:24,Streaming,Y,Y,70,0:07:43,5
CALL0041723,Diane,2022-08-24,17:36:13,Payment related,Y,Y,88,0:09:56,5
CALL0041724,Greg,2022-08-24,13:46:04,Streaming,Y,Y,34,0:07:39,4
CALL0041725,Joe,2022-08-24,17:15:12,Streaming,Y,Y,99,0:05:14,3
CALL0041726,Jim,2022-08-24,17:04:14,Streaming,Y,Y,35,0:07:49,4
CALL0041727,Stewart,2022-08-24,15:06:49,Streaming,Y,Y,83,0:04:36,4
CALL0041728,Stewart,2022-08-24,14:41:19,Admin Support,Y,Y,96,0:07:13,4
CALL0041729,Greg,2022-08-24,17:33:39,Payment related,Y,Y,88,0:03:40,4
CALL0041730,Greg,2022-08-24,16:45:31,Contract related,Y,Y,67,0:08:17,4
CALL0041731,Becky,2022-08-24,18:17:08,Technical Support,Y,Y,89,0:05:49,3
CALL0041732,Martha,2022-08-24,18:04:02,Admin Support,Y,Y,66,0:09:50,4
CALL0041733,Jim,2022-08-24,14:32:33,Payment related,Y,N,78,0:03:33,5
CALL0041734,Stewart,2022-08-24,08:30:09,Payment related,Y,Y,72,0:09:33,3
CALL0041735,Martha,2022-08-24,19:17:53,Technical Support,Y,Y,58,0:05:09,4
CALL0041736,Jim,2022-08-24,20:34:19,Technical Support,N,N,89,0:00:08,1
CALL0041737,Jim,2022-08-24,14:24:25,Streaming,Y,Y,44,0:03:32,5
CALL0041738,Greg,2022-08-24,18:16:52,Technical Support,Y,Y,68,0:08:07,4
CALL0041739,Greg,2022-08-24,16:45:12,Streaming,Y,N,71,0:06:52,3
CALL0041740,Greg,2022-08-24,16:13:46,Streaming,Y,Y,106,0:07:38,5
CALL0041741,Diane,2022-08-24,10:45:50,Streaming,Y,Y,55,0:05:43,3
CALL0041742,Stewart,2022-08-24,20:51:54,Payment related,Y,Y,13,0:03:00,4
CALL0041743,Martha,2022-08-24,17:28:29,Streaming,Y,N,97,0:06:33,4
CALL0041744,Joe,2022-08-24,19:57:50,Technical Support,Y,Y,30,0:03:45,3
CALL0041745,Greg,2022-08-24,13:02:46,Payment related,Y,Y,109,0:05:46,3
CALL0041746,Martha,2022-08-24,19:17:39,Technical Support,Y,Y,51,0:01:28,4
CALL0041747,Dan,2022-08-24,19:34:14,Contract related,Y,Y,54,0:08:47,3
CALL0041748,Joe,2022-08-24,09:04:01,Technical Support,Y,Y,53,0:09:13,4
CALL0041749,Greg,2022-08-24,20:30:27,Contract related,Y,Y,61,0:06:11,5
CALL0041750,Stewart,2022-08-24,10:09:07,Technical Support,Y,Y,17,0:06:56,3
CALL0041751,Jim,2022-08-24,18:11:50,Technical Support,Y,Y,75,0:09:08,3
CALL0041752,Joe,2022-08-24,09:25:49,Payment related,Y,Y,6,0:02:33,5
CALL0041753,Dan,2022-08-24,16:43:44,Streaming,Y,N,39,0:01:03,3
CALL0041754,Jim,2022-08-24,17:09:48,Streaming,Y,Y,17,0:01:52,4
CALL0041755,Stewart,2022-08-24,09:34:08,Technical Support,Y,Y,59,0:02:29,2
CALL0041756,Jim,2022-08-24,09:03:28,Payment related,Y,Y,83,0:04:42,5
CALL0041757,Stewart,2022-08-24,08:48:17,Technical Support,Y,Y,32,0:04:33,5
CALL0041758,Greg,2022-08-24,15:02:05,Payment related,Y,Y,98,0:04:49,4
CALL0041759,Becky,2022-08-24,08:50:11,Technical Support,Y,Y,65,0:08:15,2
CALL0041760,Diane,2022-08-24,08:57:11,Streaming,Y,Y,27,0:02:05,4
CALL0041761,Joe,2022-08-24,11:01:48,Contract related,Y,Y,105,0:04:01,4
CALL0041762,Stewart,2022-08-24,11:03:59,Streaming,Y,Y,36,0:01:12,4
CALL0041763,Diane,2022-08-24,16:41:08,Admin Support,Y,N,87,0:09:35,3
CALL0041764,Diane,2022-08-24,20:01:13,Admin Support,Y,Y,71,0:01:00,3
CALL0041765,Martha,2022-08-24,14:28:47,Payment related,Y,N,78,0:09:20,5
CALL0041766,Diane,2022-08-24,10:27:05,Payment related,Y,Y,68,0:04:38,4
CALL0041767,Martha,2022-08-24,17:17:09,Technical Support,Y,Y,98,0:06:36,4
CALL0041768,Dan,2022-08-24,14:54:53,Streaming,Y,Y,64,0:01:11,3
CALL0041769,Dan,2022-08-24,18:47:55,Streaming,Y,Y,31,0:09:29,4
CALL0041770,Becky,2022-08-24,17:30:44,Admin Support,Y,Y,59,0:05:51,3
CALL0041771,Greg,2022-08-24,12:38:21,Streaming,Y,N,81,0:06:43,3
CALL0041772,Becky,2022-08-24,09:45:03,Streaming,Y,Y,61,0:04:15,3
CALL0041773,Jim,2022-08-24,18:46:54,Streaming,Y,Y,56,0:03:50,5
CALL0041774,Jim,2022-08-24,12:28:39,Admin Support,Y,Y,113,0:05:58,4
CALL0041775,Greg,2022-08-24,10:27:58,Contract related,Y,N,47,0:06:45,3
CALL0041776,Becky,2022-08-24,08:44:39,Technical Support,Y,N,66,0:03:23,5
CALL0041777,Joe,2022-08-24,13:31:07,Streaming,Y,Y,47,0:03:33,4
CALL0041778,Jim,2022-08-24,10:14:34,Contract related,Y,N,86,0:08:41,5
CALL0041779,Diane,2022-08-24,09:18:08,Payment related,Y,Y,73,0:07:16,3
CALL0041780,Martha,2022-08-24,15:44:56,Contract related,Y,Y,61,0:02:23,5
CALL0041781,Joe,2022-08-24,08:01:17,Payment related,Y,Y,53,0:07:06,4
CALL0041782,Diane,2022-08-24,20:27:18,Technical Support,Y,N,80,0:02:02,5
CALL0041783,Greg,2022-08-24,14:03:32,Payment related,Y,Y,25,0:07:56,2
CALL0041784,Diane,2022-08-24,08:44:55,Streaming,Y,Y,115,0:06:11,4
CALL0041785,Diane,2022-08-24,20:09:35,Contract related,Y,Y,101,0:04:18,3
CALL0041786,Stewart,2022-08-24,11:45:36,Streaming,Y,Y,22,0:09:34,3
CALL0041787,Dan,2022-08-24,13:15:01,Admin Support,Y,Y,64,0:01:54,2
CALL0041788,Becky,2022-08-24,10:56:36,Contract related,Y,Y,33,0:01:31,4
CALL0041789,Dan,2022-08-24,08:54:11,Payment related,Y,Y,77,0:09:42,2
CALL0041790,Martha,2022-08-24,12:53:54,Payment related,Y,Y,34,0:01:13,5
CALL0041791,Joe,2022-08-24,08:24:14,Technical Support,Y,Y,52,0:07:45,5
CALL0041792,Stewart,2022-08-24,16:12:52,Technical Support,Y,Y,98,0:03:47,4
CALL0041793,Stewart,2022-08-24,09:35:39,Technical Support,Y,N,81,0:03:42,4
CALL0041794,Diane,2022-08-24,10:06:47,Streaming,Y,Y,86,0:03:55,2
CALL0041795,Jim,2022-08-24,18:06:43,Technical Support,Y,Y,84,0:07:34,2
CALL0041796,Martha,2022-08-24,19:13:36,Contract related,Y,Y,117,0:09:12,4
CALL0041797,Becky,2022-08-24,20:14:49,Technical Support,Y,Y,86,0:05:04,4
CALL0041798,Dan,2022-08-24,20:07:15,Streaming,Y,Y,67,0:06:53,4
CALL0041799,Jim,2022-08-24,13:47:22,Admin Support,Y,Y,59,0:08:06,4
CALL0041800,Greg,2022-08-24,16:24:39,Admin Support,Y,N,93,0:02:15,3
CALL0041801,Becky,2022-08-24,10:22:20,Technical Support,Y,N,70,0:02:34,4
CALL0041802,Becky,2022-08-25,13:38:38,Streaming,Y,Y,57,0:08:50,3
CALL0041803,Diane,2022-08-25,10:29:28,Payment related,Y,Y,73,0:09:56,4
CALL0041804,Joe,2022-08-25,17:31:02,Technical Support,Y,Y,70,0:08:08,1
CALL0041805,Dan,2022-08-25,08:23:14,Payment related,Y,Y,59,0:09:01,4
CALL0041806,Martha,2022-08-25,12:23:12,Admin Support,Y,Y,5,0:02:23,4
CALL0041807,Jim,2022-08-25,17:47:55,Admin Support,Y,Y,11,0:05:22,5
CALL0041808,Becky,2022-08-25,11:55:21,Technical Support,Y,Y,51,0:04:01,5
CALL0041809,Jim,2022-08-25,08:46:34,Admin Support,Y,Y,14,0:04:13,5
CALL0041810,Dan,2022-08-25,17:20:46,Contract related,Y,N,57,0:02:53,4
CALL0041811,Joe,2022-08-25,19:04:12,Technical Support,Y,Y,69,0:07:41,2
CALL0041812,Martha,2022-08-25,18:54:26,Payment related,Y,Y,49,0:01:07,4
CALL0041813,Martha,2022-08-25,10:09:17,Technical Support,Y,Y,74,0:02:28,5
CALL0041814,Jim,2022-08-25,13:46:28,Streaming,Y,Y,52,0:04:11,4
CALL0041815,Diane,2022-08-25,17:13:19,Contract related,Y,Y,72,0:03:45,3
CALL0041816,Diane,2022-08-25,19:40:53,Contract related,Y,Y,57,0:05:42,5
CALL0041817,Diane,2022-08-25,15:10:40,Payment related,Y,Y,43,0:04:18,2
CALL0041818,Martha,2022-08-25,12:42:17,Admin Support,Y,Y,41,0:02:34,4
CALL0041819,Greg,2022-08-25,16:12:23,Payment related,Y,Y,61,0:04:39,3
CALL0041820,Joe,2022-08-25,14:02:30,Streaming,Y,Y,95,0:09:21,3
CALL0041821,Jim,2022-08-25,18:40:48,Streaming,Y,Y,25,0:02:40,5
CALL0041822,Stewart,2022-08-25,20:52:12,Technical Support,Y,Y,68,0:09:11,5
CALL0041823,Joe,2022-08-25,16:34:07,Streaming,Y,Y,50,0:07:06,3
CALL0041824,Stewart,2022-08-25,10:17:14,Technical Support,Y,Y,25,0:02:41,3
CALL0041825,Martha,2022-08-25,20:16:44,Admin Support,Y,Y,87,0:09:53,1
CALL0041826,Diane,2022-08-25,16:08:40,Streaming,N,N,130,0:00:08,1
CALL0041827,Dan,2022-08-25,09:21:06,Technical Support,Y,Y,69,0:02:44,3
CALL0041828,Greg,2022-08-25,09:59:16,Streaming,Y,Y,46,0:09:36,2
CALL0041829,Becky,2022-08-25,17:55:57,Contract related,Y,Y,34,0:02:36,2
CALL0041830,Martha,2022-08-25,08:21:14,Payment related,Y,Y,24,0:01:54,5
CALL0041831,Becky,2022-08-25,14:50:20,Payment related,Y,N,99,0:04:30,5
CALL0041832,Joe,2022-08-25,13:45:26,Technical Support,Y,Y,53,0:03:00,3
CALL0041833,Greg,2022-08-25,09:19:06,Streaming,Y,Y,78,0:05:15,5
CALL0041834,Dan,2022-08-25,08:23:56,Contract related,Y,Y,58,0:08:55,4
CALL0041835,Diane,2022-08-25,09:33:52,Streaming,Y,Y,49,0:08:44,2
CALL0041836,Jim,2022-08-25,09:19:58,Technical Support,Y,Y,64,0:06:17,4
CALL0041837,Becky,2022-08-25,09:49:57,Admin Support,Y,Y,47,0:08:57,3
CALL0041838,Dan,2022-08-25,08:48:50,Payment related,Y,Y,48,0:07:52,4
CALL0041839,Joe,2022-08-25,09:37:25,Admin Support,Y,N,79,0:06:28,5
CALL0041840,Jim,2022-08-25,18:01:13,Contract related,Y,Y,104,0:06:08,4
CALL0041841,Dan,2022-08-25,20:32:46,Payment related,Y,Y,109,0:01:25,4
CALL0041842,Becky,2022-08-25,12:19:39,Contract related,N,N,146,0:00:07,2
CALL0041843,Stewart,2022-08-25,11:09:53,Technical Support,N,N,173,0:00:40,1
CALL0041844,Stewart,2022-08-25,14:56:59,Contract related,Y,Y,81,0:01:51,4
CALL0041845,Martha,2022-08-25,15:20:53,Payment related,Y,Y,54,0:02:14,2
CALL0041846,Joe,2022-08-25,20:35:05,Technical Support,Y,Y,94,0:04:29,4
CALL0041847,Joe,2022-08-25,17:42:38,Contract related,Y,Y,67,0:06:30,5
CALL0041848,Diane,2022-08-25,13:06:14,Payment related,Y,Y,34,0:09:32,4
CALL0041849,Dan,2022-08-25,10:16:40,Technical Support,Y,Y,68,0:08:32,5
CALL0041850,Diane,2022-08-25,15:54:08,Contract related,Y,Y,81,0:07:50,4
CALL0041851,Joe,2022-08-25,20:18:56,Payment related,Y,Y,41,0:02:14,3
CALL0041852,Martha,2022-08-25,09:06:29,Contract related,Y,Y,32,0:05:57,4
CALL0041853,Joe,2022-08-25,17:55:03,Admin Support,Y,Y,65,0:09:01,3
CALL0041854,Martha,2022-08-25,12:39:55,Contract related,Y,Y,52,0:05:37,5
CALL0041855,Jim,2022-08-25,16:51:12,Admin Support,Y,Y,53,0:03:25,4
CALL0041856,Jim,2022-08-25,10:47:46,Streaming,Y,N,67,0:07:27,4
CALL0041857,Jim,2022-08-25,14:38:26,Contract related,Y,Y,92,0:08:46,5
CALL0041858,Martha,2022-08-25,14:59:18,Technical Support,Y,Y,44,0:08:19,5
CALL0041859,Greg,2022-08-25,09:55:34,Admin Support,Y,Y,102,0:05:02,4
CALL0041860,Becky,2022-08-25,20:44:04,Admin Support,Y,Y,35,0:06:51,4
CALL0041861,Jim,2022-08-25,20:02:36,Streaming,Y,Y,80,0:08:35,4
CALL0041862,Stewart,2022-08-25,10:46:11,Payment related,Y,N,77,0:04:39,4
CALL0041863,Martha,2022-08-25,10:30:13,Streaming,Y,Y,55,0:07:03,5
CALL0041864,Greg,2022-08-25,11:02:09,Admin Support,Y,Y,62,0:07:37,4
CALL0041865,Joe,2022-08-25,10:01:16,Admin Support,Y,Y,38,0:07:33,4
CALL0041866,Dan,2022-08-25,18:26:15,Technical Support,Y,Y,85,0:05:10,5
CALL0041867,Joe,2022-08-25,13:37:13,Streaming,Y,Y,69,0:05:11,5
CALL0041868,Joe,2022-08-25,08:17:14,Payment related,Y,Y,76,0:08:59,3
CALL0041869,Becky,2022-08-25,20:40:36,Admin Support,Y,Y,83,0:05:27,4
CALL0041870,Becky,2022-08-25,10:37:28,Streaming,N,N,79,0:00:06,1
CALL0041871,Joe,2022-08-25,08:20:11,Contract related,Y,Y,36,0:01:50,1
CALL0041872,Becky,2022-08-25,19:28:26,Payment related,Y,Y,90,0:08:31,4
CALL0041873,Stewart,2022-08-25,18:01:35,Contract related,Y,N,101,0:03:58,5
CALL0041874,Joe,2022-08-25,17:09:22,Admin Support,Y,Y,80,0:03:48,5
CALL0041875,Dan,2022-08-25,11:32:48,Streaming,N,N,106,0:00:33,1
CALL0041876,Dan,2022-08-25,11:10:15,Contract related,Y,Y,96,0:02:34,5
CALL0041877,Stewart,2022-08-25,14:58:07,Contract related,Y,Y,95,0:02:35,4
CALL0041878,Diane,2022-08-25,14:48:58,Technical Support,Y,Y,61,0:05:51,4
CALL0041879,Martha,2022-08-25,20:34:10,Streaming,N,N,107,0:00:21,1
CALL0041880,Martha,2022-08-25,11:28:06,Technical Support,Y,Y,33,0:04:40,3
CALL0041881,Becky,2022-08-25,09:58:31,Payment related,Y,Y,52,0:09:13,5
CALL0041882,Greg,2022-08-25,19:44:26,Admin Support,Y,N,59,0:04:02,4
CALL0041883,Joe,2022-08-25,18:14:08,Streaming,Y,Y,59,0:08:53,3
CALL0041884,Dan,2022-08-25,12:14:26,Admin Support,Y,Y,61,0:08:05,3
CALL0041885,Martha,2022-08-25,20:07:52,Technical Support,Y,Y,76,0:05:04,1
CALL0041886,Martha,2022-08-25,17:49:07,Payment related,Y,Y,71,0:02:41,5
CALL0041887,Becky,2022-08-25,19:10:04,Payment related,Y,Y,68,0:03:30,3
CALL0041888,Greg,2022-08-25,18:57:51,Technical Support,Y,Y,51,0:05:27,4
CALL0041889,Joe,2022-08-25,09:54:32,Technical Support,Y,Y,60,0:06:18,5
CALL0041890,Stewart,2022-08-25,19:29:27,Contract related,N,N,120,0:00:09,1
CALL0041891,Dan,2022-08-25,17:37:55,Admin Support,Y,Y,76,0:09:29,3
CALL0041892,Greg,2022-08-25,15:41:57,Admin Support,Y,Y,60,0:04:14,4
CALL0041893,Greg,2022-08-25,11:12:31,Streaming,Y,N,71,0:02:48,4
CALL0041894,Dan,2022-08-25,15:15:27,Admin Support,Y,Y,39,0:07:29,4
CALL0041895,Stewart,2022-08-25,11:06:42,Admin Support,Y,Y,21,0:03:08,5
CALL0041896,Greg,2022-08-25,19:56:39,Technical Support,Y,Y,78,0:04:00,3
CALL0041897,Greg,2022-08-25,10:00:24,Streaming,N,N,122,0:00:32,2
CALL0041898,Greg,2022-08-25,13:02:04,Technical Support,Y,Y,67,0:06:07,4
CALL0041899,Martha,2022-08-25,19:25:57,Admin Support,Y,Y,69,0:01:19,4
CALL0041900,Greg,2022-08-25,18:55:38,Technical Support,Y,Y,13,0:02:18,3
CALL0041901,Becky,2022-08-25,13:53:33,Streaming,Y,Y,52,0:08:59,3
CALL0041902,Diane,2022-08-25,11:52:56,Technical Support,Y,Y,58,0:08:27,4
CALL0041903,Joe,2022-08-25,15:25:45,Contract related,Y,Y,50,0:03:11,5
CALL0041904,Joe,2022-08-25,18:23:41,Payment related,Y,Y,57,0:01:15,5
CALL0041905,Joe,2022-08-25,10:31:10,Contract related,Y,Y,61,0:07:52,4
CALL0041906,Dan,2022-08-25,19:29:55,Technical Support,Y,Y,45,0:04:03,4
CALL0041907,Stewart,2022-08-25,10:56:01,Admin Support,Y,Y,79,0:08:11,5
CALL0041908,Jim,2022-08-25,11:41:42,Contract related,Y,Y,84,0:05:20,5
CALL0041909,Dan,2022-08-25,12:21:43,Admin Support,Y,Y,80,0:08:36,3
CALL0041910,Greg,2022-08-25,19:09:44,Contract related,Y,N,52,0:06:03,5
CALL0041911,Diane,2022-08-25,12:02:55,Streaming,Y,Y,78,0:07:58,3
CALL0041912,Jim,2022-08-25,12:18:57,Contract related,Y,Y,58,0:01:16,4
CALL0041913,Jim,2022-08-25,18:05:39,Payment related,Y,Y,75,0:01:53,2
CALL0041914,Becky,2022-08-25,18:29:04,Contract related,Y,Y,100,0:02:00,3
CALL0041915,Joe,2022-08-25,16:04:57,Streaming,Y,N,75,0:07:13,3
CALL0041916,Joe,2022-08-25,15:29:10,Admin Support,Y,Y,64,0:03:07,5
CALL0041917,Martha,2022-08-25,08:54:23,Contract related,Y,Y,105,0:01:39,2
CALL0041918,Dan,2022-08-25,12:16:32,Admin Support,Y,Y,64,0:09:57,4
CALL0041919,Diane,2022-08-25,19:16:50,Streaming,Y,N,92,0:07:36,5
CALL0041920,Stewart,2022-08-25,17:55:15,Payment related,Y,Y,115,0:04:24,4
CALL0041921,Stewart,2022-08-25,18:41:28,Streaming,Y,Y,76,0:04:49,5
CALL0041922,Greg,2022-08-25,08:11:27,Contract related,Y,Y,40,0:06:18,5
CALL0041923,Dan,2022-08-25,18:19:31,Admin Support,Y,Y,79,0:04:16,5
CALL0041924,Joe,2022-08-25,08:40:32,Technical Support,Y,Y,84,0:01:52,4
CALL0041925,Becky,2022-08-25,12:48:28,Contract related,Y,Y,81,0:01:43,5
CALL0041926,Joe,2022-08-25,19:09:55,Payment related,Y,Y,63,0:02:23,5
CALL0041927,Diane,2022-08-25,08:53:42,Technical Support,Y,Y,48,0:04:20,4
CALL0041928,Jim,2022-08-25,08:08:48,Streaming,Y,Y,43,0:06:54,5
CALL0041929,Joe,2022-08-25,19:31:07,Admin Support,Y,Y,66,0:08:00,4
CALL0041930,Martha,2022-08-25,11:36:33,Technical Support,N,N,113,0:00:43,1
CALL0041931,Diane,2022-08-25,10:17:45,Admin Support,Y,N,87,0:08:06,2
CALL0041932,Becky,2022-08-25,14:43:11,Technical Support,Y,Y,44,0:06:43,4
CALL0041933,Jim,2022-08-25,15:54:50,Contract related,Y,Y,105,0:04:00,4
CALL0041934,Becky,2022-08-25,16:18:31,Technical Support,Y,Y,31,0:06:40,3
